Unnamed: 0,date,land,confirmed,dead
,2020-05-28,Thuringia,2932,1
,2020-05-28,Mecklenburg-Western Pomerania,760,2
,2020-05-28,Bavaria,4672,2
,2020-05-28,Berlin,6703,1
,2020-05-28,Brandenburg,3261,1
,2020-05-28,Bremen,1348,4
,2020-05-28,Hamburg,5076,2
,2020-05-28,Hesse,9915,4
,2020-05-28,Lower Saxony,1175,5
,2020-05-28,North Rhine-Westphalia,3769,1
,2020-05-28,Rhineland-Palatinate,6652,2
,2020-05-28,Saarland,2731,1
,2020-05-28,Saxony,5260,2
,2020-05-28,Saxony-Anhalt,1701,5
,2020-05-28,Schleswig-Holstein,3072,1
,2020-05-28,Baden-Wuerttemberg,3412,1
,2020-05-27,Mecklenburg-Western Pomerania,760,20
,2020-05-27,Thuringia,2898,157
,2020-05-27,Rhineland-Palatinate,6611,229
,2020-05-27,North Rhine-Westphalia,37541,1577
,2020-05-27,Berlin,6673,193
,2020-05-27,Brandenburg,3246,154
,2020-05-27,Bremen,1322,42
,2020-05-27,Hamburg,5072,242
,2020-05-27,Hesse,9860,466
,2020-05-27,Lower Saxony,11678,578
,2020-05-27,Bavaria,46458,2404
,2020-05-27,Saarland,2730,160
,2020-05-27,Saxony,5247,208
,2020-05-27,Saxony-Anhalt,1698,55
,2020-05-27,Schleswig-Holstein,3070,140
,2020-05-27,Baden-Wuerttemberg,34500,1724
,2020-05-26,Lower Saxony,11646,574
,2020-05-26,Thuringia,2877,153
,2020-05-26,Baden-Wuerttemberg,34466,1707
,2020-05-26,Mecklenburg-Western Pomerania,760,20
,2020-05-26,Saarland,2727,158
,2020-05-26,Rhineland-Palatinate,6600,228
,2020-05-26,Brandenburg,3236,154
,2020-05-26,Bremen,1313,42
,2020-05-26,Hamburg,5069,241
,2020-05-26,Hesse,9804,462
,2020-05-26,North Rhine-Westphalia,37395,1571
,2020-05-26,Berlin,6652,191
,2020-05-26,Saxony,5236,207
,2020-05-26,Saxony-Anhalt,1698,54
,2020-05-26,Schleswig-Holstein,3067,139
,2020-05-26,Bavaria,46456,2401
,2020-05-25,North Rhine-Westphalia,37298,1565
,2020-05-25,Bavaria,46326,2382
,2020-05-25,Mecklenburg-Western Pomerania,760,20
,2020-05-25,Rhineland-Palatinate,6596,228
,2020-05-25,Saarland,2716,157
,2020-05-25,Thuringia,2871,152
,2020-05-25,Schleswig-Holstein,3062,137
,2020-05-25,Saxony-Anhalt,1694,54
,2020-05-25,Bremen,1312,41
,2020-05-25,Hamburg,5069,241
,2020-05-25,Hesse,9770,460
,2020-05-25,Lower Saxony,11578,572
,2020-05-25,Berlin,6642,191
,2020-05-25,Saxony,5231,205
,2020-05-25,Brandenburg,3214,154
,2020-05-25,Baden-Wuerttemberg,34431,1698
13.0,2020-05-24,Saxony-Anhalt,1694,54
0.0,2020-05-24,Thuringia,2857,152
15.0,2020-05-24,Baden-Wuerttemberg,34399,1697
11.0,2020-05-24,Saarland,2713,157
8.0,2020-05-24,Lower Saxony,11578,572
1.0,2020-05-24,Mecklenburg-Western Pomerania,760,20
14.0,2020-05-24,Schleswig-Holstein,3062,137
12.0,2020-05-24,Saxony,5221,204
2.0,2020-05-24,Bavaria,46206,2377
4.0,2020-05-24,Brandenburg,3214,154
6.0,2020-05-24,Hamburg,5066,241
7.0,2020-05-24,Hesse,9762,460
9.0,2020-05-24,North Rhine-Westphalia,37223,1563
10.0,2020-05-24,Rhineland-Palatinate,6590,227
3.0,2020-05-24,Berlin,6637,191
5.0,2020-05-24,Bremen,1299,41
29.0,2020-05-23,Saxony-Anhalt,1692,54
20.0,2020-05-23,Berlin,6614,190
19.0,2020-05-23,North Rhine-Westphalia,37139,1555
27.0,2020-05-23,Saarland,2709,157
30.0,2020-05-23,Schleswig-Holstein,3062,136
28.0,2020-05-23,Saxony,5219,204
18.0,2020-05-23,Rhineland-Palatinate,6582,226
16.0,2020-05-23,Mecklenburg-Western Pomerania,763,20
31.0,2020-05-23,Baden-Wuerttemberg,34345,1692
17.0,2020-05-23,Thuringia,2830,151
22.0,2020-05-23,Bremen,1296,41
23.0,2020-05-23,Hamburg,5063,240
24.0,2020-05-23,Hesse,9670,458
25.0,2020-05-23,Lower Saxony,11521,571
26.0,2020-05-23,Bavaria,46132,2367
21.0,2020-05-23,Brandenburg,3213,154
44.0,2020-05-22,Saxony,5197,203
34.0,2020-05-22,Baden-Wuerttemberg,34174,1680
35.0,2020-05-22,Mecklenburg-Western Pomerania,763,20
32.0,2020-05-22,Lower Saxony,11420,568
33.0,2020-05-22,Thuringia,2818,151
46.0,2020-05-22,Schleswig-Holstein,3039,134
37.0,2020-05-22,Rhineland-Palatinate,6566,224
39.0,2020-05-22,Bremen,1291,39
36.0,2020-05-22,Saarland,2707,157
45.0,2020-05-22,Saxony-Anhalt,1692,54
40.0,2020-05-22,Hamburg,5059,240
38.0,2020-05-22,Brandenburg,3211,152
43.0,2020-05-22,Berlin,6585,190
42.0,2020-05-22,North Rhine-Westphalia,37010,1547
41.0,2020-05-22,Hesse,9656,457
47.0,2020-05-22,Bavaria,46024,2358
60.0,2020-05-21,Berlin,6555,186
63.0,2020-05-21,Baden-Wuerttemberg,34175,1680
58.0,2020-05-21,Hesse,9574,451
55.0,2020-05-21,Saxony,5185,201
53.0,2020-05-21,Thuringia,2796,151
49.0,2020-05-21,Bavaria,45929,2348
50.0,2020-05-21,Mecklenburg-Western Pomerania,762,20
51.0,2020-05-21,Rhineland-Palatinate,6555,224
62.0,2020-05-21,Schleswig-Holstein,3021,134
48.0,2020-05-21,North Rhine-Westphalia,36912,1546
56.0,2020-05-21,Bremen,1273,39
52.0,2020-05-21,Saarland,2706,157
54.0,2020-05-21,Saxony-Anhalt,1689,54
57.0,2020-05-21,Hamburg,5053,239
61.0,2020-05-21,Brandenburg,3205,151
59.0,2020-05-21,Lower Saxony,11362,566
72.0,2020-05-20,Bavaria,45766,2339
75.0,2020-05-20,Hesse,9483,446
76.0,2020-05-20,North Rhine-Westphalia,36766,1537
78.0,2020-05-20,Brandenburg,3193,151
74.0,2020-05-20,Hamburg,5042,236
70.0,2020-05-20,Saxony-Anhalt,1680,54
64.0,2020-05-20,Saxony,5150,198
79.0,2020-05-20,Bremen,1256,38
66.0,2020-05-20,Baden-Wuerttemberg,34115,1672
73.0,2020-05-20,Schleswig-Holstein,3014,131
71.0,2020-05-20,Mecklenburg-Western Pomerania,755,20
69.0,2020-05-20,Lower Saxony,11288,557
77.0,2020-05-20,Rhineland-Palatinate,6529,222
68.0,2020-05-20,Thuringia,2760,149
65.0,2020-05-20,Berlin,6507,186
67.0,2020-05-20,Saarland,2703,154
94.0,2020-05-19,Baden-Wuerttemberg,34034,1653
95.0,2020-05-19,Bavaria,45639,2314
83.0,2020-05-19,Rhineland-Palatinate,6520,222
86.0,2020-05-19,North Rhine-Westphalia,36485,1525
82.0,2020-05-19,Saxony,5133,198
87.0,2020-05-19,Lower Saxony,11207,548
89.0,2020-05-19,Mecklenburg-Western Pomerania,752,20
85.0,2020-05-19,Thuringia,2750,147
84.0,2020-05-19,Berlin,6478,182
90.0,2020-05-19,Brandenburg,3185,150
81.0,2020-05-19,Saarland,2699,154
80.0,2020-05-19,Saxony-Anhalt,1679,54
91.0,2020-05-19,Hamburg,5042,232
93.0,2020-05-19,Bremen,1237,38
92.0,2020-05-19,Hesse,9368,442
88.0,2020-05-19,Schleswig-Holstein,3002,128
102.0,2020-05-18,Rhineland-Palatinate,6490,217
108.0,2020-05-18,Schleswig-Holstein,3002,126
107.0,2020-05-18,Hamburg,5037,232
98.0,2020-05-18,Bavaria,45507,2287
96.0,2020-05-18,Mecklenburg-Western Pomerania,752,20
111.0,2020-05-18,Brandenburg,3172,149
110.0,2020-05-18,Saarland,2696,149
109.0,2020-05-18,Saxony-Anhalt,1678,54
106.0,2020-05-18,Lower Saxony,11167,545
105.0,2020-05-18,North Rhine-Westphalia,36365,1512
104.0,2020-05-18,Bremen,1171,38
103.0,2020-05-18,Baden-Wuerttemberg,34000,1652
101.0,2020-05-18,Thuringia,2740,139
100.0,2020-05-18,Hesse,9337,439
99.0,2020-05-18,Saxony,5125,196
97.0,2020-05-18,Berlin,6458,180
115.0,2020-05-17,Saarland,2696,149
117.0,2020-05-17,Brandenburg,3171,149
112.0,2020-05-17,Rhineland-Palatinate,6449,216
126.0,2020-05-17,Mecklenburg-Western Pomerania,748,20
116.0,2020-05-17,Bremen,1164,37
118.0,2020-05-17,Schleswig-Holstein,3000,126
119.0,2020-05-17,Baden-Wuerttemberg,33950,1648
120.0,2020-05-17,Saxony-Anhalt,1676,54
122.0,2020-05-17,Bavaria,45427,2283
123.0,2020-05-17,Berlin,6447,182
124.0,2020-05-17,Thuringia,2725,138
125.0,2020-05-17,Hamburg,5029,232
127.0,2020-05-17,Lower Saxony,11155,544
114.0,2020-05-17,North Rhine-Westphalia,36286,1505
113.0,2020-05-17,Hesse,9317,435
121.0,2020-05-17,Saxony,5115,196
134.0,2020-05-16,Bremen,1150,37
136.0,2020-05-16,Mecklenburg-Western Pomerania,746,20
128.0,2020-05-16,Saxony-Anhalt,1676,54
129.0,2020-05-16,Baden-Wuerttemberg,33893,1644
130.0,2020-05-16,Saarland,2688,149
132.0,2020-05-16,Lower Saxony,11092,535
133.0,2020-05-16,Schleswig-Holstein,2998,126
135.0,2020-05-16,Berlin,6428,181
137.0,2020-05-16,Bavaria,45340,2273
138.0,2020-05-16,Rhineland-Palatinate,6449,216
139.0,2020-05-16,Hesse,9261,432
141.0,2020-05-16,North Rhine-Westphalia,36065,1500
131.0,2020-05-16,Hamburg,5017,231
140.0,2020-05-16,Thuringia,2711,137
143.0,2020-05-16,Saxony,5089,197
142.0,2020-05-16,Brandenburg,3169,149
150.0,2020-05-15,Schleswig-Holstein,2988,126
155.0,2020-05-15,North Rhine-Westphalia,35967,1493
153.0,2020-05-15,Hesse,9204,429
147.0,2020-05-15,Baden-Wuerttemberg,33851,1628
144.0,2020-05-15,Thuringia,2681,135
145.0,2020-05-15,Saarland,2684,147
149.0,2020-05-15,Saxony,5061,195
151.0,2020-05-15,Bremen,1129,37
152.0,2020-05-15,Mecklenburg-Western Pomerania,740,20
148.0,2020-05-15,Saxony-Anhalt,1668,54
156.0,2020-05-15,Bavaria,45143,2260
157.0,2020-05-15,Lower Saxony,11087,534
158.0,2020-05-15,Brandenburg,3158,148
159.0,2020-05-15,Rhineland-Palatinate,6413,213
146.0,2020-05-15,Berlin,6397,177
154.0,2020-05-15,Hamburg,4981,228
171.0,2020-05-14,Berlin,6342,173
169.0,2020-05-14,Hesse,9169,423
163.0,2020-05-14,Saxony-Anhalt,1656,52
168.0,2020-05-14,Hamburg,4976,228
162.0,2020-05-14,Mecklenburg-Western Pomerania,739,20
170.0,2020-05-14,Bavaria,44980,2229
160.0,2020-05-14,Thuringia,2652,131
165.0,2020-05-14,Bremen,1104,37
166.0,2020-05-14,Saarland,2677,145
167.0,2020-05-14,North Rhine-Westphalia,35741,1483
174.0,2020-05-14,Schleswig-Holstein,2982,125
161.0,2020-05-14,Rhineland-Palatinate,6382,212
164.0,2020-05-14,Lower Saxony,11003,524
172.0,2020-05-14,Saxony,5031,195
173.0,2020-05-14,Brandenburg,3135,138
175.0,2020-05-14,Baden-Wuerttemberg,33670,1608
186.0,2020-05-13,Baden-Wuerttemberg,33518,1594
190.0,2020-05-13,Rhineland-Palatinate,6360,207
178.0,2020-05-13,Mecklenburg-Western Pomerania,736,20
176.0,2020-05-13,Saarland,2667,144
183.0,2020-05-13,Bavaria,44802,2209
189.0,2020-05-13,Brandenburg,3125,137
187.0,2020-05-13,North Rhine-Westphalia,35555,1473
179.0,2020-05-13,Saxony,4962,191
181.0,2020-05-13,Bremen,1077,36
182.0,2020-05-13,Thuringia,2622,126
184.0,2020-05-13,Hamburg,4972,223
177.0,2020-05-13,Schleswig-Holstein,2972,125
185.0,2020-05-13,Hesse,9087,419
191.0,2020-05-13,Saxony-Anhalt,1650,52
180.0,2020-05-13,Berlin,6298,170
188.0,2020-05-13,Lower Saxony,10903,508
204.0,2020-05-12,Thuringia,2594,118
203.0,2020-05-12,Baden-Wuerttemberg,33359,1568
207.0,2020-05-12,Saxony-Anhalt,1648,50
200.0,2020-05-12,Brandenburg,3111,136
193.0,2020-05-12,Hesse,9031,415
196.0,2020-05-12,Lower Saxony,10895,507
195.0,2020-05-12,Bremen,1058,35
197.0,2020-05-12,North Rhine-Westphalia,35333,1456
192.0,2020-05-12,Saxony,4947,190
206.0,2020-05-12,Bavaria,44593,2182
205.0,2020-05-12,Berlin,6274,165
198.0,2020-05-12,Rhineland-Palatinate,6355,206
199.0,2020-05-12,Schleswig-Holstein,2956,125
201.0,2020-05-12,Saarland,2665,144
202.0,2020-05-12,Mecklenburg-Western Pomerania,729,20
194.0,2020-05-12,Hamburg,4960,216
219.0,2020-05-11,Berlin,6272,165
209.0,2020-05-11,Mecklenburg-Western Pomerania,728,19
215.0,2020-05-11,Saxony-Anhalt,1643,48
210.0,2020-05-11,Schleswig-Holstein,2957,124
214.0,2020-05-11,Bavaria,44368,2155
211.0,2020-05-11,Thuringia,2585,118
208.0,2020-05-11,Brandenburg,3106,134
223.0,2020-05-11,Lower Saxony,10854,498
222.0,2020-05-11,Hesse,9012,412
221.0,2020-05-11,North Rhine-Westphalia,35132,1437
220.0,2020-05-11,Hamburg,4780,204
212.0,2020-05-11,Saarland,2665,142
213.0,2020-05-11,Baden-Wuerttemberg,33190,1545
218.0,2020-05-11,Bremen,1055,34
217.0,2020-05-11,Saxony,4915,187
216.0,2020-05-11,Rhineland-Palatinate,6313,195
224.0,2020-05-10,Hesse,8998,411
234.0,2020-05-10,Thuringia,2556,117
238.0,2020-05-10,Saxony-Anhalt,1640,48
237.0,2020-05-10,Hamburg,4772,204
236.0,2020-05-10,Rhineland-Palatinate,6291,195
235.0,2020-05-10,Lower Saxony,10827,498
229.0,2020-05-10,Saarland,2663,142
233.0,2020-05-10,Bavaria,44265,2153
232.0,2020-05-10,Bremen,1043,32
225.0,2020-05-10,Mecklenburg-Western Pomerania,726,19
226.0,2020-05-10,Saxony,4886,187
230.0,2020-05-10,Schleswig-Holstein,2938,123
231.0,2020-05-10,Baden-Wuerttemberg,33287,1542
227.0,2020-05-10,Berlin,6261,165
228.0,2020-05-10,Brandenburg,3101,134
239.0,2020-05-10,North Rhine-Westphalia,34964,1425
254.0,2020-05-09,Mecklenburg-Western Pomerania,722,19
242.0,2020-05-09,Brandenburg,3098,133
255.0,2020-05-09,Rhineland-Palatinate,6282,195
247.0,2020-05-09,North Rhine-Westphalia,34817,1424
248.0,2020-05-09,Bavaria,44169,2147
249.0,2020-05-09,Hesse,8916,408
250.0,2020-05-09,Lower Saxony,10803,496
252.0,2020-05-09,Saxony,4873,186
253.0,2020-05-09,Baden-Wuerttemberg,33105,1534
244.0,2020-05-09,Saxony-Anhalt,1637,48
243.0,2020-05-09,Thuringia,2533,115
245.0,2020-05-09,Hamburg,4772,204
246.0,2020-05-09,Berlin,6242,164
241.0,2020-05-09,Schleswig-Holstein,2898,122
240.0,2020-05-09,Bremen,1024,32
251.0,2020-05-09,Saarland,2660,142
262.0,2020-05-08,Rhineland-Palatinate,6241,192
257.0,2020-05-08,Schleswig-Holstein,2860,122
263.0,2020-05-08,Thuringia,2512,112
266.0,2020-05-08,Hesse,8850,403
271.0,2020-05-08,Bremen,997,32
265.0,2020-05-08,Mecklenburg-Western Pomerania,718,19
264.0,2020-05-08,Brandenburg,3037,131
256.0,2020-05-08,Hamburg,4753,201
258.0,2020-05-08,Saxony,4839,184
259.0,2020-05-08,Baden-Wuerttemberg,32898,1515
260.0,2020-05-08,North Rhine-Westphalia,34522,1397
261.0,2020-05-08,Berlin,6209,163
267.0,2020-05-08,Bavaria,43905,2114
268.0,2020-05-08,Lower Saxony,10686,493
269.0,2020-05-08,Saxony-Anhalt,1615,48
270.0,2020-05-08,Saarland,2658,140
285.0,2020-05-07,Thuringia,2452,109
286.0,2020-05-07,Brandenburg,2999,129
279.0,2020-05-07,Rhineland-Palatinate,6213,189
280.0,2020-05-07,Saxony,4836,181
272.0,2020-05-07,Lower Saxony,10564,478
273.0,2020-05-07,Berlin,6149,162
274.0,2020-05-07,Saxony-Anhalt,1602,48
275.0,2020-05-07,Hamburg,4704,194
276.0,2020-05-07,Baden-Wuerttemberg,32762,1497
277.0,2020-05-07,Schleswig-Holstein,2834,120
287.0,2020-05-07,Mecklenburg-Western Pomerania,715,19
281.0,2020-05-07,Bremen,963,32
282.0,2020-05-07,Hesse,8736,396
283.0,2020-05-07,North Rhine-Westphalia,34249,1372
284.0,2020-05-07,Bavaria,43658,2050
278.0,2020-05-07,Saarland,2655,143
299.0,2020-05-06,Berlin,6092,159
292.0,2020-05-06,North Rhine-Westphalia,33977,1358
294.0,2020-05-06,Saxony-Anhalt,1590,46
295.0,2020-05-06,Bavaria,43371,2001
296.0,2020-05-06,Hamburg,4664,190
297.0,2020-05-06,Saarland,2627,141
298.0,2020-05-06,Bremen,916,31
300.0,2020-05-06,Mecklenburg-Western Pomerania,711,19
301.0,2020-05-06,Brandenburg,2969,127
302.0,2020-05-06,Schleswig-Holstein,2815,119
303.0,2020-05-06,Thuringia,2429,104
290.0,2020-05-06,Saxony,4784,177
288.0,2020-05-06,Hesse,8642,386
291.0,2020-05-06,Baden-Wuerttemberg,32576,1481
289.0,2020-05-06,Rhineland-Palatinate,6191,187
293.0,2020-05-06,Lower Saxony,10453,470
312.0,2020-05-05,North Rhine-Westphalia,33728,1332
308.0,2020-05-05,Saxony,4745,171
315.0,2020-05-05,Saxony-Anhalt,1585,46
314.0,2020-05-05,Rhineland-Palatinate,6160,182
304.0,2020-05-05,Brandenburg,2940,123
309.0,2020-05-05,Thuringia,2392,99
310.0,2020-05-05,Schleswig-Holstein,2799,118
311.0,2020-05-05,Hamburg,4644,172
313.0,2020-05-05,Saarland,2618,139
316.0,2020-05-05,Mecklenburg-Western Pomerania,703,19
318.0,2020-05-05,Bremen,895,31
319.0,2020-05-05,Baden-Wuerttemberg,32482,1452
306.0,2020-05-05,Hesse,8585,381
305.0,2020-05-05,Berlin,6042,154
307.0,2020-05-05,Lower Saxony,10380,463
317.0,2020-05-05,Bavaria,43162,1949
327.0,2020-05-04,Saarland,2608,139
331.0,2020-05-04,Brandenburg,2914,122
330.0,2020-05-04,Bavaria,42997,1926
324.0,2020-05-04,Hamburg,4636,166
334.0,2020-05-04,Schleswig-Holstein,2788,113
326.0,2020-05-04,Rhineland-Palatinate,6150,177
328.0,2020-05-04,Thuringia,2355,96
321.0,2020-05-04,Bremen,893,30
322.0,2020-05-04,Berlin,6010,154
323.0,2020-05-04,Hesse,8549,372
329.0,2020-05-04,North Rhine-Westphalia,33560,1290
335.0,2020-05-04,Saxony-Anhalt,1578,45
325.0,2020-05-04,Saxony,4702,167
320.0,2020-05-04,Mecklenburg-Western Pomerania,699,18
332.0,2020-05-04,Baden-Wuerttemberg,32411,1421
333.0,2020-05-04,Lower Saxony,10325,456
350.0,2020-05-03,Hesse,8524,370
345.0,2020-05-03,Berlin,5976,154
336.0,2020-05-03,Hamburg,4631,164
342.0,2020-05-03,Mecklenburg-Western Pomerania,698,18
343.0,2020-05-03,Baden-Wuerttemberg,32291,1412
340.0,2020-05-03,North Rhine-Westphalia,33428,1287
348.0,2020-05-03,Saxony,4696,165
346.0,2020-05-03,Brandenburg,2905,122
344.0,2020-05-03,Lower Saxony,10283,453
351.0,2020-05-03,Thuringia,2345,93
349.0,2020-05-03,Bavaria,42792,1910
341.0,2020-05-03,Bremen,875,30
347.0,2020-05-03,Saarland,2605,138
339.0,2020-05-03,Saxony-Anhalt,1576,44
338.0,2020-05-03,Rhineland-Palatinate,6133,176
337.0,2020-05-03,Schleswig-Holstein,2738,113
357.0,2020-05-02,Bavaria,42658,1885
355.0,2020-05-02,Mecklenburg-Western Pomerania,695,18
354.0,2020-05-02,Bremen,871,30
353.0,2020-05-02,Thuringia,2335,93
362.0,2020-05-02,Rhineland-Palatinate,6099,173
367.0,2020-05-02,Berlin,5943,152
352.0,2020-05-02,Saarland,2597,135
364.0,2020-05-02,North Rhine-Westphalia,33216,1268
360.0,2020-05-02,Baden-Wuerttemberg,32146,1402
358.0,2020-05-02,Saxony,4617,163
356.0,2020-05-02,Lower Saxony,10246,451
366.0,2020-05-02,Hesse,8486,364
365.0,2020-05-02,Schleswig-Holstein,2728,112
359.0,2020-05-02,Brandenburg,2886,122
363.0,2020-05-02,Hamburg,4609,163
361.0,2020-05-02,Saxony-Anhalt,1571,44
368.0,2020-05-01,North Rhine-Westphalia,33058,1261
379.0,2020-05-01,Bavaria,42489,1850
370.0,2020-05-01,Saxony,4592,162
372.0,2020-05-01,Brandenburg,2872,120
371.0,2020-05-01,Baden-Wuerttemberg,31919,1385
369.0,2020-05-01,Berlin,5887,149
374.0,2020-05-01,Mecklenburg-Western Pomerania,693,18
382.0,2020-05-01,Hesse,8376,360
376.0,2020-05-01,Bremen,859,30
375.0,2020-05-01,Lower Saxony,10141,429
378.0,2020-05-01,Hamburg,4604,163
383.0,2020-05-01,Saarland,2581,135
381.0,2020-05-01,Thuringia,2323,93
377.0,2020-05-01,Rhineland-Palatinate,6086,172
373.0,2020-05-01,Schleswig-Holstein,2714,110
380.0,2020-05-01,Saxony-Anhalt,1564,44
391.0,2020-04-30,Hamburg,4562,155
387.0,2020-04-30,Saxony,4561,156
395.0,2020-04-30,Saarland,2552,131
386.0,2020-04-30,Berlin,5827,147
390.0,2020-04-30,Thuringia,2254,85
384.0,2020-04-30,Bremen,827,29
385.0,2020-04-30,Lower Saxony,10067,416
394.0,2020-04-30,Hesse,8304,353
388.0,2020-04-30,North Rhine-Westphalia,32687,1219
397.0,2020-04-30,Brandenburg,2831,113
396.0,2020-04-30,Rhineland-Palatinate,6029,166
389.0,2020-04-30,Bavaria,42080,1799
399.0,2020-04-30,Baden-Wuerttemberg,31609,1353
392.0,2020-04-30,Saxony-Anhalt,1549,43
393.0,2020-04-30,Schleswig-Holstein,2690,106
398.0,2020-04-30,Mecklenburg-Western Pomerania,690,17
410.0,2020-04-29,Saarland,2514,129
411.0,2020-04-29,Hamburg,4525,153
412.0,2020-04-29,Hesse,8184,346
414.0,2020-04-29,Berlin,5734,137
415.0,2020-04-29,Saxony,4509,153
407.0,2020-04-29,Rhineland-Palatinate,5982,161
400.0,2020-04-29,Mecklenburg-Western Pomerania,687,17
406.0,2020-04-29,Bavaria,41830,1754
401.0,2020-04-29,Thuringia,2170,80
402.0,2020-04-29,Bremen,797,29
403.0,2020-04-29,Baden-Wuerttemberg,31336,1299
404.0,2020-04-29,Saxony-Anhalt,1525,39
409.0,2020-04-29,Lower Saxony,9972,406
405.0,2020-04-29,Schleswig-Holstein,2679,103
408.0,2020-04-29,North Rhine-Westphalia,32429,1200
413.0,2020-04-29,Brandenburg,2768,109
423.0,2020-04-28,Lower Saxony,9926,394
429.0,2020-04-28,Baden-Wuerttemberg,31196,1269
421.0,2020-04-28,Rhineland-Palatinate,5928,157
428.0,2020-04-28,North Rhine-Westphalia,32184,1171
431.0,2020-04-28,Saarland,2509,123
427.0,2020-04-28,Saxony,4490,148
425.0,2020-04-28,Mecklenburg-Western Pomerania,675,17
424.0,2020-04-28,Brandenburg,2747,106
422.0,2020-04-28,Berlin,5669,127
420.0,2020-04-28,Schleswig-Holstein,2653,101
419.0,2020-04-28,Hesse,8026,333
418.0,2020-04-28,Saxony-Anhalt,1520,39
417.0,2020-04-28,Thuringia,2144,78
426.0,2020-04-28,Bremen,759,27
416.0,2020-04-28,Hamburg,4505,142
430.0,2020-04-28,Bavaria,41406,1681
440.0,2020-04-27,Hamburg,4475,142
443.0,2020-04-27,Hesse,7979,320
434.0,2020-04-27,Lower Saxony,9847,391
433.0,2020-04-27,Berlin,5638,125
447.0,2020-04-27,Brandenburg,2721,100
439.0,2020-04-27,Bavaria,41070,1621
441.0,2020-04-27,Bremen,754,27
435.0,2020-04-27,North Rhine-Westphalia,31879,1131
432.0,2020-04-27,Mecklenburg-Western Pomerania,674,16
436.0,2020-04-27,Thuringia,2120,74
437.0,2020-04-27,Saxony-Anhalt,1515,36
438.0,2020-04-27,Rhineland-Palatinate,5879,152
442.0,2020-04-27,Schleswig-Holstein,2638,98
444.0,2020-04-27,Baden-Wuerttemberg,31043,1249
445.0,2020-04-27,Saarland,2503,121
446.0,2020-04-27,Saxony,4458,147
462.0,2020-04-26,Bremen,739,27
463.0,2020-04-26,Bavaria,40912,1596
456.0,2020-04-26,Saarland,2482,107
458.0,2020-04-26,Brandenburg,2694,100
448.0,2020-04-26,Hamburg,4429,140
450.0,2020-04-26,Rhineland-Palatinate,5835,147
451.0,2020-04-26,Lower Saxony,9785,384
452.0,2020-04-26,Berlin,5600,123
453.0,2020-04-26,North Rhine-Westphalia,31669,1096
454.0,2020-04-26,Schleswig-Holstein,2630,96
