,land,date,driving,walking,transit
334755,Rhineland-Palatinate,2020-05-21,119.03,,
334756,Rhineland-Palatinate,2020-05-22,117.68,,
334757,Rhineland-Palatinate,2020-05-23,105.03,,
334758,Rhineland-Palatinate,2020-05-24,116.27,,
334759,Rhineland-Palatinate,2020-05-25,104.12,,
334760,Rhineland-Palatinate,2020-05-26,103.2,,
334761,Rhineland-Palatinate,2020-05-27,104.93,,
334762,Rhineland-Palatinate,2020-05-28,108.92,,
334763,Rhineland-Palatinate,2020-05-29,125.61,,
334764,Rhineland-Palatinate,2020-05-30,126.04,,
334765,Rhineland-Palatinate,2020-05-31,127.3,,
334766,Rhineland-Palatinate,2020-06-01,140.16,,
334767,Rhineland-Palatinate,2020-06-02,118.25,,
334768,Rhineland-Palatinate,2020-06-03,111.99,,
334769,Rhineland-Palatinate,2020-06-04,110.84,,
334770,Rhineland-Palatinate,2020-06-05,114.73,,
334771,Rhineland-Palatinate,2020-06-06,117.97,,
334772,Rhineland-Palatinate,2020-06-07,123.89,,
334773,Rhineland-Palatinate,2020-06-08,114.64,,
334774,Rhineland-Palatinate,2020-06-09,116.97,,
334775,Rhineland-Palatinate,2020-06-10,121.12,,
344396,Saarland,2020-01-13,100.0,,
344397,Saarland,2020-01-14,105.48,,
344398,Saarland,2020-01-15,102.86,,
344399,Saarland,2020-01-16,102.28,,
344400,Saarland,2020-01-17,113.54,,
344401,Saarland,2020-01-18,117.31,,
344402,Saarland,2020-01-19,104.57,,
344403,Saarland,2020-01-20,104.43,,
344404,Saarland,2020-01-21,102.75,,
344405,Saarland,2020-01-22,102.11,,
344406,Saarland,2020-01-23,101.14,,
344407,Saarland,2020-01-24,109.53,,
344408,Saarland,2020-01-25,117.97,,
344409,Saarland,2020-01-26,103.44,,
344410,Saarland,2020-01-27,105.11,,
344411,Saarland,2020-01-28,102.85,,
344412,Saarland,2020-01-29,106.85,,
344413,Saarland,2020-01-30,103.47,,
344414,Saarland,2020-01-31,115.54,,
344415,Saarland,2020-02-01,123.18,,
344416,Saarland,2020-02-02,109.99,,
344417,Saarland,2020-02-03,118.36,,
344418,Saarland,2020-02-04,135.26,,
344419,Saarland,2020-02-05,127.92,,
344420,Saarland,2020-02-06,105.09,,
344421,Saarland,2020-02-07,116.01,,
344422,Saarland,2020-02-08,118.75,,
344423,Saarland,2020-02-09,106.58,,
344424,Saarland,2020-02-10,107.44,,
344425,Saarland,2020-02-11,106.39,,
344426,Saarland,2020-02-12,108.96,,
344427,Saarland,2020-02-13,109.41,,
344428,Saarland,2020-02-14,124.62,,
344429,Saarland,2020-02-15,123.08,,
344430,Saarland,2020-02-16,110.46,,
344431,Saarland,2020-02-17,110.56,,
344432,Saarland,2020-02-18,108.84,,
344433,Saarland,2020-02-19,111.05,,
344434,Saarland,2020-02-20,106.67,,
344435,Saarland,2020-02-21,111.06,,
344436,Saarland,2020-02-22,113.45,,
344437,Saarland,2020-02-23,95.67,,
344438,Saarland,2020-02-24,101.31,,
344439,Saarland,2020-02-25,104.73,,
344440,Saarland,2020-02-26,99.88,,
344441,Saarland,2020-02-27,109.65,,
344442,Saarland,2020-02-28,112.15,,
344443,Saarland,2020-02-29,118.33,,
344444,Saarland,2020-03-01,106.39,,
344445,Saarland,2020-03-02,104.36,,
344446,Saarland,2020-03-03,109.41,,
344447,Saarland,2020-03-04,102.93,,
344448,Saarland,2020-03-05,105.27,,
344449,Saarland,2020-03-06,113.46,,
344450,Saarland,2020-03-07,120.16,,
344451,Saarland,2020-03-08,105.89,,
344452,Saarland,2020-03-09,102.99,,
344453,Saarland,2020-03-10,103.22,,
344454,Saarland,2020-03-11,99.39,,
344455,Saarland,2020-03-12,89.48,,
344456,Saarland,2020-03-13,85.02,,
344457,Saarland,2020-03-14,78.66,,
344458,Saarland,2020-03-15,75.39,,
344459,Saarland,2020-03-16,73.44,,
344460,Saarland,2020-03-17,67.01,,
344461,Saarland,2020-03-18,60.15,,
344462,Saarland,2020-03-19,59.31,,
344463,Saarland,2020-03-20,56.2,,
344464,Saarland,2020-03-21,34.84,,
344465,Saarland,2020-03-22,38.72,,
344466,Saarland,2020-03-23,46.15,,
344467,Saarland,2020-03-24,51.51,,
344468,Saarland,2020-03-25,50.18,,
344469,Saarland,2020-03-26,51.67,,
344470,Saarland,2020-03-27,53.52,,
344471,Saarland,2020-03-28,49.13,,
344472,Saarland,2020-03-29,47.22,,
344473,Saarland,2020-03-30,55.64,,
344474,Saarland,2020-03-31,57.84,,
344475,Saarland,2020-04-01,58.32,,
344476,Saarland,2020-04-02,59.2,,
344477,Saarland,2020-04-03,57.07,,
344478,Saarland,2020-04-04,50.0,,
344479,Saarland,2020-04-05,55.96,,
344480,Saarland,2020-04-06,63.42,,
344481,Saarland,2020-04-07,64.19,,
344482,Saarland,2020-04-08,68.24,,
344483,Saarland,2020-04-09,65.15,,
344484,Saarland,2020-04-10,55.44,,
344485,Saarland,2020-04-11,54.94,,
344486,Saarland,2020-04-12,46.66,,
344487,Saarland,2020-04-13,58.11,,
344488,Saarland,2020-04-14,69.51,,
344489,Saarland,2020-04-15,71.32,,
344490,Saarland,2020-04-16,68.8,,
344491,Saarland,2020-04-17,71.11,,
344492,Saarland,2020-04-18,62.65,,
344493,Saarland,2020-04-19,69.39,,
344494,Saarland,2020-04-20,78.11,,
344495,Saarland,2020-04-21,74.36,,
344496,Saarland,2020-04-22,77.51,,
344497,Saarland,2020-04-23,78.21,,
344498,Saarland,2020-04-24,74.34,,
344499,Saarland,2020-04-25,66.84,,
344500,Saarland,2020-04-26,72.99,,
344501,Saarland,2020-04-27,80.96,,
344502,Saarland,2020-04-28,75.35,,
344503,Saarland,2020-04-29,77.89,,
344504,Saarland,2020-04-30,74.69,,
344505,Saarland,2020-05-01,66.85,,
344506,Saarland,2020-05-02,75.64,,
344507,Saarland,2020-05-03,81.19,,
344508,Saarland,2020-05-04,88.77,,
344509,Saarland,2020-05-05,88.28,,
344510,Saarland,2020-05-06,89.93,,
344511,Saarland,2020-05-07,92.67,,
344512,Saarland,2020-05-08,94.32,,
344513,Saarland,2020-05-09,88.63,,
344514,Saarland,2020-05-10,87.41,,
344515,Saarland,2020-05-13,96.66,,
344516,Saarland,2020-05-14,95.84,,
344517,Saarland,2020-05-15,104.89,,
344518,Saarland,2020-05-16,99.14,,
344519,Saarland,2020-05-17,102.42,,
344520,Saarland,2020-05-18,104.33,,
344521,Saarland,2020-05-19,105.54,,
344522,Saarland,2020-05-20,111.48,,
344523,Saarland,2020-05-21,103.79,,
344524,Saarland,2020-05-22,115.67,,
344525,Saarland,2020-05-23,104.34,,
344526,Saarland,2020-05-24,114.0,,
344527,Saarland,2020-05-25,109.29,,
344528,Saarland,2020-05-26,109.72,,
344529,Saarland,2020-05-27,110.68,,
344530,Saarland,2020-05-28,114.5,,
344531,Saarland,2020-05-29,123.49,,
344532,Saarland,2020-05-30,118.17,,
344533,Saarland,2020-05-31,114.99,,
344534,Saarland,2020-06-01,134.92,,
344535,Saarland,2020-06-02,124.61,,
344536,Saarland,2020-06-03,117.56,,
344537,Saarland,2020-06-04,119.17,,
344538,Saarland,2020-06-05,122.99,,
344539,Saarland,2020-06-06,117.37,,
344540,Saarland,2020-06-07,121.55,,
344541,Saarland,2020-06-08,124.51,,
344542,Saarland,2020-06-09,126.72,,
344543,Saarland,2020-06-10,128.22,,
354756,Saxony,2020-01-13,100.0,,
354757,Saxony,2020-01-14,99.74,,
354758,Saxony,2020-01-15,99.45,,
354759,Saxony,2020-01-16,105.55,,
354760,Saxony,2020-01-17,113.01,,
354761,Saxony,2020-01-18,114.56,,
354762,Saxony,2020-01-19,104.12,,
354763,Saxony,2020-01-20,97.04,,
354764,Saxony,2020-01-21,99.14,,
354765,Saxony,2020-01-22,98.64,,
354766,Saxony,2020-01-23,104.95,,
354767,Saxony,2020-01-24,112.22,,
354768,Saxony,2020-01-25,108.76,,
354769,Saxony,2020-01-26,101.24,,
354770,Saxony,2020-01-27,99.89,,
354771,Saxony,2020-01-28,97.9,,
354772,Saxony,2020-01-29,98.33,,
354773,Saxony,2020-01-30,99.54,,
354774,Saxony,2020-01-31,114.59,,
354775,Saxony,2020-02-01,116.16,,
354776,Saxony,2020-02-02,108.7,,
354777,Saxony,2020-02-03,105.49,,
354778,Saxony,2020-02-04,104.45,,
354779,Saxony,2020-02-05,99.88,,
354780,Saxony,2020-02-06,104.09,,
354781,Saxony,2020-02-07,120.03,,
354782,Saxony,2020-02-08,117.04,,
354783,Saxony,2020-02-09,102.54,,
354784,Saxony,2020-02-10,99.91,,
354785,Saxony,2020-02-11,101.75,,
354786,Saxony,2020-02-12,99.77,,
354787,Saxony,2020-02-13,101.75,,
354788,Saxony,2020-02-14,115.71,,
354789,Saxony,2020-02-15,116.64,,
354790,Saxony,2020-02-16,100.73,,
354791,Saxony,2020-02-17,103.34,,
354792,Saxony,2020-02-18,102.54,,
354793,Saxony,2020-02-19,100.6,,
354794,Saxony,2020-02-20,101.85,,
354795,Saxony,2020-02-21,107.68,,
354796,Saxony,2020-02-22,107.91,,
354797,Saxony,2020-02-23,101.16,,
354798,Saxony,2020-02-24,100.74,,
354799,Saxony,2020-02-25,104.85,,
354800,Saxony,2020-02-26,106.21,,
354801,Saxony,2020-02-27,106.71,,
354802,Saxony,2020-02-28,111.52,,
354803,Saxony,2020-02-29,110.08,,
354804,Saxony,2020-03-01,105.72,,
354805,Saxony,2020-03-02,103.14,,
354806,Saxony,2020-03-03,102.31,,
354807,Saxony,2020-03-04,101.51,,
354808,Saxony,2020-03-05,107.69,,
354809,Saxony,2020-03-06,123.47,,
354810,Saxony,2020-03-07,110.93,,
354811,Saxony,2020-03-08,105.15,,
354812,Saxony,2020-03-09,101.47,,
354813,Saxony,2020-03-10,110.25,,
354814,Saxony,2020-03-11,96.43,,
354815,Saxony,2020-03-12,90.53,,
354816,Saxony,2020-03-13,89.13,,
354817,Saxony,2020-03-14,77.99,,
354818,Saxony,2020-03-15,74.94,,
354819,Saxony,2020-03-16,72.48,,
354820,Saxony,2020-03-17,71.64,,
354821,Saxony,2020-03-18,70.26,,
354822,Saxony,2020-03-19,59.71,,
354823,Saxony,2020-03-20,50.32,,
354824,Saxony,2020-03-21,36.81,,
354825,Saxony,2020-03-22,39.51,,
354826,Saxony,2020-03-23,43.12,,
354827,Saxony,2020-03-24,43.15,,
354828,Saxony,2020-03-25,45.0,,
354829,Saxony,2020-03-26,47.62,,
354830,Saxony,2020-03-27,45.49,,
354831,Saxony,2020-03-28,37.7,,
354832,Saxony,2020-03-29,37.95,,
354833,Saxony,2020-03-30,48.76,,
354834,Saxony,2020-03-31,50.56,,
354835,Saxony,2020-04-01,51.29,,
354836,Saxony,2020-04-02,51.64,,
354837,Saxony,2020-04-03,46.19,,
354838,Saxony,2020-04-04,38.09,,
354839,Saxony,2020-04-05,47.55,,
354840,Saxony,2020-04-06,55.01,,
354841,Saxony,2020-04-07,61.59,,
354842,Saxony,2020-04-08,60.25,,
354843,Saxony,2020-04-09,56.11,,
354844,Saxony,2020-04-10,43.47,,
354845,Saxony,2020-04-11,41.12,,
354846,Saxony,2020-04-12,39.45,,
354847,Saxony,2020-04-13,47.24,,
354848,Saxony,2020-04-14,59.05,,
354849,Saxony,2020-04-15,59.96,,
354850,Saxony,2020-04-16,62.06,,
354851,Saxony,2020-04-17,58.3,,
354852,Saxony,2020-04-18,50.35,,
354853,Saxony,2020-04-19,59.45,,
354854,Saxony,2020-04-20,67.51,,
354855,Saxony,2020-04-21,68.26,,
354856,Saxony,2020-04-22,69.81,,
354857,Saxony,2020-04-23,72.42,,
354858,Saxony,2020-04-24,68.51,,
354859,Saxony,2020-04-25,56.46,,
354860,Saxony,2020-04-26,69.37,,
354861,Saxony,2020-04-27,73.3,,
354862,Saxony,2020-04-28,72.22,,
354863,Saxony,2020-04-29,74.6,,
354864,Saxony,2020-04-30,73.84,,
354865,Saxony,2020-05-01,66.94,,
354866,Saxony,2020-05-02,61.99,,
354867,Saxony,2020-05-03,73.69,,
354868,Saxony,2020-05-04,78.18,,
354869,Saxony,2020-05-05,80.42,,
354870,Saxony,2020-05-06,80.93,,
354871,Saxony,2020-05-07,84.83,,
354872,Saxony,2020-05-08,89.79,,
354873,Saxony,2020-05-09,78.5,,
354874,Saxony,2020-05-10,78.98,,
354875,Saxony,2020-05-13,90.62,,
354876,Saxony,2020-05-14,91.47,,
354877,Saxony,2020-05-15,96.77,,
354878,Saxony,2020-05-16,88.61,,
354879,Saxony,2020-05-17,99.73,,
354880,Saxony,2020-05-18,102.5,,
354881,Saxony,2020-05-19,104.67,,
354882,Saxony,2020-05-20,123.26,,
354883,Saxony,2020-05-21,115.11,,
354884,Saxony,2020-05-22,105.77,,
354885,Saxony,2020-05-23,95.91,,
354886,Saxony,2020-05-24,109.84,,
354887,Saxony,2020-05-25,104.77,,
354888,Saxony,2020-05-26,107.44,,
354889,Saxony,2020-05-27,111.05,,
354890,Saxony,2020-05-28,116.21,,
354891,Saxony,2020-05-29,132.58,,
354892,Saxony,2020-05-30,114.74,,
354893,Saxony,2020-05-31,116.59,,
354894,Saxony,2020-06-01,143.15,,
354895,Saxony,2020-06-02,124.24,,
354896,Saxony,2020-06-03,123.95,,
354897,Saxony,2020-06-04,120.05,,
354898,Saxony,2020-06-05,124.26,,
354899,Saxony,2020-06-06,117.79,,
354900,Saxony,2020-06-07,122.35,,
354901,Saxony,2020-06-08,121.03,,
354902,Saxony,2020-06-09,125.29,,
354903,Saxony,2020-06-10,133.12,,
354904,Saxony-Anhalt,2020-01-13,100.0,,
354905,Saxony-Anhalt,2020-01-14,101.59,,
354906,Saxony-Anhalt,2020-01-15,99.36,,
354907,Saxony-Anhalt,2020-01-16,98.48,,
354908,Saxony-Anhalt,2020-01-17,118.83,,
354909,Saxony-Anhalt,2020-01-18,107.03,,
354910,Saxony-Anhalt,2020-01-19,108.35,,
354911,Saxony-Anhalt,2020-01-20,100.33,,
354912,Saxony-Anhalt,2020-01-21,102.34,,
354913,Saxony-Anhalt,2020-01-22,101.21,,
354914,Saxony-Anhalt,2020-01-23,99.71,,
354915,Saxony-Anhalt,2020-01-24,111.68,,
354916,Saxony-Anhalt,2020-01-25,107.48,,
354917,Saxony-Anhalt,2020-01-26,106.67,,
354918,Saxony-Anhalt,2020-01-27,100.68,,
354919,Saxony-Anhalt,2020-01-28,101.45,,
354920,Saxony-Anhalt,2020-01-29,102.25,,
354921,Saxony-Anhalt,2020-01-30,103.27,,
354922,Saxony-Anhalt,2020-01-31,143.72,,
354923,Saxony-Anhalt,2020-02-01,124.63,,
354924,Saxony-Anhalt,2020-02-02,115.33,,
354925,Saxony-Anhalt,2020-02-03,106.15,,
354926,Saxony-Anhalt,2020-02-04,108.29,,
354927,Saxony-Anhalt,2020-02-05,103.9,,
354928,Saxony-Anhalt,2020-02-06,105.41,,
354929,Saxony-Anhalt,2020-02-07,136.95,,
354930,Saxony-Anhalt,2020-02-08,129.83,,
354931,Saxony-Anhalt,2020-02-09,109.47,,
354932,Saxony-Anhalt,2020-02-10,107.49,,
354933,Saxony-Anhalt,2020-02-11,108.06,,
354934,Saxony-Anhalt,2020-02-12,104.25,,
354935,Saxony-Anhalt,2020-02-13,105.42,,
354936,Saxony-Anhalt,2020-02-14,124.59,,
354937,Saxony-Anhalt,2020-02-15,129.17,,
354938,Saxony-Anhalt,2020-02-16,111.27,,
354939,Saxony-Anhalt,2020-02-17,107.94,,
354940,Saxony-Anhalt,2020-02-18,108.38,,
354941,Saxony-Anhalt,2020-02-19,104.38,,
354942,Saxony-Anhalt,2020-02-20,113.34,,
354943,Saxony-Anhalt,2020-02-21,119.77,,
354944,Saxony-Anhalt,2020-02-22,116.42,,
354945,Saxony-Anhalt,2020-02-23,108.15,,
354946,Saxony-Anhalt,2020-02-24,104.52,,
354947,Saxony-Anhalt,2020-02-25,105.55,,
354948,Saxony-Anhalt,2020-02-26,105.92,,
354949,Saxony-Anhalt,2020-02-27,110.04,,
354950,Saxony-Anhalt,2020-02-28,118.82,,
354951,Saxony-Anhalt,2020-02-29,111.57,,
354952,Saxony-Anhalt,2020-03-01,109.96,,
354953,Saxony-Anhalt,2020-03-02,102.73,,
354954,Saxony-Anhalt,2020-03-03,116.43,,
354955,Saxony-Anhalt,2020-03-04,102.09,,
354956,Saxony-Anhalt,2020-03-05,105.46,,
354957,Saxony-Anhalt,2020-03-06,121.98,,
354958,Saxony-Anhalt,2020-03-07,112.53,,
354959,Saxony-Anhalt,2020-03-08,110.81,,
354960,Saxony-Anhalt,2020-03-09,102.74,,
354961,Saxony-Anhalt,2020-03-10,104.41,,
354962,Saxony-Anhalt,2020-03-11,95.51,,
354963,Saxony-Anhalt,2020-03-12,91.68,,
354964,Saxony-Anhalt,2020-03-13,95.04,,
354965,Saxony-Anhalt,2020-03-14,78.91,,
354966,Saxony-Anhalt,2020-03-15,79.32,,
354967,Saxony-Anhalt,2020-03-16,78.9,,
354968,Saxony-Anhalt,2020-03-17,70.71,,
354969,Saxony-Anhalt,2020-03-18,66.52,,
354970,Saxony-Anhalt,2020-03-19,61.2,,
354971,Saxony-Anhalt,2020-03-20,55.57,,
354972,Saxony-Anhalt,2020-03-21,41.76,,
354973,Saxony-Anhalt,2020-03-22,45.91,,
354974,Saxony-Anhalt,2020-03-23,50.79,,
354975,Saxony-Anhalt,2020-03-24,50.66,,
354976,Saxony-Anhalt,2020-03-25,52.24,,
354977,Saxony-Anhalt,2020-03-26,55.21,,
354978,Saxony-Anhalt,2020-03-27,52.39,,
354979,Saxony-Anhalt,2020-03-28,44.14,,
354980,Saxony-Anhalt,2020-03-29,45.71,,
354981,Saxony-Anhalt,2020-03-30,55.7,,
354982,Saxony-Anhalt,2020-03-31,60.61,,
354983,Saxony-Anhalt,2020-04-01,58.99,,
354984,Saxony-Anhalt,2020-04-02,57.71,,
354985,Saxony-Anhalt,2020-04-03,54.06,,
354986,Saxony-Anhalt,2020-04-04,44.77,,
354987,Saxony-Anhalt,2020-04-05,56.12,,
354988,Saxony-Anhalt,2020-04-06,62.7,,
354989,Saxony-Anhalt,2020-04-07,63.11,,
354990,Saxony-Anhalt,2020-04-08,65.12,,
354991,Saxony-Anhalt,2020-04-09,60.37,,
354992,Saxony-Anhalt,2020-04-10,49.39,,
354993,Saxony-Anhalt,2020-04-11,45.98,,
354994,Saxony-Anhalt,2020-04-12,42.93,,
354995,Saxony-Anhalt,2020-04-13,56.3,,
354996,Saxony-Anhalt,2020-04-14,64.96,,
354997,Saxony-Anhalt,2020-04-15,67.24,,
354998,Saxony-Anhalt,2020-04-16,68.01,,
354999,Saxony-Anhalt,2020-04-17,65.1,,
355000,Saxony-Anhalt,2020-04-18,53.8,,
355001,Saxony-Anhalt,2020-04-19,66.37,,
355002,Saxony-Anhalt,2020-04-20,71.49,,
355003,Saxony-Anhalt,2020-04-21,70.86,,
355004,Saxony-Anhalt,2020-04-22,73.78,,
355005,Saxony-Anhalt,2020-04-23,72.27,,
355006,Saxony-Anhalt,2020-04-24,70.22,,
355007,Saxony-Anhalt,2020-04-25,59.07,,
355008,Saxony-Anhalt,2020-04-26,73.57,,
355009,Saxony-Anhalt,2020-04-27,76.98,,
355010,Saxony-Anhalt,2020-04-28,78.76,,
355011,Saxony-Anhalt,2020-04-29,78.66,,
355012,Saxony-Anhalt,2020-04-30,76.05,,
355013,Saxony-Anhalt,2020-05-01,69.46,,
355014,Saxony-Anhalt,2020-05-02,65.61,,
355015,Saxony-Anhalt,2020-05-03,79.77,,
355016,Saxony-Anhalt,2020-05-04,84.77,,
355017,Saxony-Anhalt,2020-05-05,86.41,,
355018,Saxony-Anhalt,2020-05-06,87.41,,
355019,Saxony-Anhalt,2020-05-07,90.35,,
355020,Saxony-Anhalt,2020-05-08,93.71,,
355021,Saxony-Anhalt,2020-05-09,82.7,,
355022,Saxony-Anhalt,2020-05-10,87.2,,
355023,Saxony-Anhalt,2020-05-13,96.11,,
355024,Saxony-Anhalt,2020-05-14,99.74,,
355025,Saxony-Anhalt,2020-05-15,105.73,,
355026,Saxony-Anhalt,2020-05-16,88.44,,
355027,Saxony-Anhalt,2020-05-17,104.34,,
355028,Saxony-Anhalt,2020-05-18,109.96,,
355029,Saxony-Anhalt,2020-05-19,113.36,,
355030,Saxony-Anhalt,2020-05-20,129.34,,
355031,Saxony-Anhalt,2020-05-21,112.17,,
355032,Saxony-Anhalt,2020-05-22,109.05,,
355033,Saxony-Anhalt,2020-05-23,103.05,,
355034,Saxony-Anhalt,2020-05-24,129.09,,
355035,Saxony-Anhalt,2020-05-25,117.63,,
355036,Saxony-Anhalt,2020-05-26,116.19,,
355037,Saxony-Anhalt,2020-05-27,118.52,,
355038,Saxony-Anhalt,2020-05-28,124.76,,
355039,Saxony-Anhalt,2020-05-29,149.2,,
355040,Saxony-Anhalt,2020-05-30,131.37,,
355041,Saxony-Anhalt,2020-05-31,133.38,,
355042,Saxony-Anhalt,2020-06-01,167.18,,
355043,Saxony-Anhalt,2020-06-02,135.78,,
355044,Saxony-Anhalt,2020-06-03,127.12,,
355045,Saxony-Anhalt,2020-06-04,129.8,,
355046,Saxony-Anhalt,2020-06-05,133.3,,
355047,Saxony-Anhalt,2020-06-06,125.87,,
355048,Saxony-Anhalt,2020-06-07,138.26,,
355049,Saxony-Anhalt,2020-06-08,131.26,,
355050,Saxony-Anhalt,2020-06-09,134.33,,
355051,Saxony-Anhalt,2020-06-10,138.08,,
355348,Schleswig-Holstein,2020-01-13,100.0,,
355349,Schleswig-Holstein,2020-01-14,102.57,,
355350,Schleswig-Holstein,2020-01-15,101.97,,
355351,Schleswig-Holstein,2020-01-16,102.64,,
355352,Schleswig-Holstein,2020-01-17,114.11,,
355353,Schleswig-Holstein,2020-01-18,111.42,,
355354,Schleswig-Holstein,2020-01-19,116.73,,
355355,Schleswig-Holstein,2020-01-20,99.84,,
355356,Schleswig-Holstein,2020-01-21,102.93,,
355357,Schleswig-Holstein,2020-01-22,100.86,,
355358,Schleswig-Holstein,2020-01-23,101.57,,
355359,Schleswig-Holstein,2020-01-24,112.66,,
355360,Schleswig-Holstein,2020-01-25,111.21,,
355361,Schleswig-Holstein,2020-01-26,110.61,,
355362,Schleswig-Holstein,2020-01-27,100.34,,
355363,Schleswig-Holstein,2020-01-28,102.79,,
355364,Schleswig-Holstein,2020-01-29,102.12,,
355365,Schleswig-Holstein,2020-01-30,106.48,,
355366,Schleswig-Holstein,2020-01-31,122.73,,
355367,Schleswig-Holstein,2020-02-01,119.3,,
355368,Schleswig-Holstein,2020-02-02,116.86,,
355369,Schleswig-Holstein,2020-02-03,108.77,,
355370,Schleswig-Holstein,2020-02-04,110.33,,
355371,Schleswig-Holstein,2020-02-05,104.83,,
355372,Schleswig-Holstein,2020-02-06,106.98,,
355373,Schleswig-Holstein,2020-02-07,126.27,,
355374,Schleswig-Holstein,2020-02-08,120.48,,
355375,Schleswig-Holstein,2020-02-09,110.12,,
355376,Schleswig-Holstein,2020-02-10,118.1,,
355377,Schleswig-Holstein,2020-02-11,117.07,,
355378,Schleswig-Holstein,2020-02-12,114.47,,
355379,Schleswig-Holstein,2020-02-13,116.16,,
355380,Schleswig-Holstein,2020-02-14,128.24,,
355381,Schleswig-Holstein,2020-02-15,127.5,,
355382,Schleswig-Holstein,2020-02-16,119.31,,
355383,Schleswig-Holstein,2020-02-17,107.67,,
355384,Schleswig-Holstein,2020-02-18,111.38,,
355385,Schleswig-Holstein,2020-02-19,114.86,,
355386,Schleswig-Holstein,2020-02-20,112.73,,
355387,Schleswig-Holstein,2020-02-21,128.39,,
355388,Schleswig-Holstein,2020-02-22,121.33,,
355389,Schleswig-Holstein,2020-02-23,118.15,,
355390,Schleswig-Holstein,2020-02-24,111.69,,
355391,Schleswig-Holstein,2020-02-25,111.93,,
355392,Schleswig-Holstein,2020-02-26,110.0,,
355393,Schleswig-Holstein,2020-02-27,111.67,,
355394,Schleswig-Holstein,2020-02-28,124.07,,
355395,Schleswig-Holstein,2020-02-29,117.44,,
355396,Schleswig-Holstein,2020-03-01,120.78,,
355397,Schleswig-Holstein,2020-03-02,106.6,,
355398,Schleswig-Holstein,2020-03-03,105.69,,
355399,Schleswig-Holstein,2020-03-04,107.59,,
355400,Schleswig-Holstein,2020-03-05,110.73,,
355401,Schleswig-Holstein,2020-03-06,122.3,,
355402,Schleswig-Holstein,2020-03-07,123.65,,
355403,Schleswig-Holstein,2020-03-08,117.99,,
355404,Schleswig-Holstein,2020-03-09,105.08,,
355405,Schleswig-Holstein,2020-03-10,104.6,,
355406,Schleswig-Holstein,2020-03-11,104.38,,
355407,Schleswig-Holstein,2020-03-12,94.02,,
355408,Schleswig-Holstein,2020-03-13,93.53,,
355409,Schleswig-Holstein,2020-03-14,87.73,,
355410,Schleswig-Holstein,2020-03-15,77.72,,
355411,Schleswig-Holstein,2020-03-16,72.46,,
355412,Schleswig-Holstein,2020-03-17,65.83,,
355413,Schleswig-Holstein,2020-03-18,61.1,,
355414,Schleswig-Holstein,2020-03-19,56.58,,
355415,Schleswig-Holstein,2020-03-20,53.17,,
355416,Schleswig-Holstein,2020-03-21,45.72,,
355417,Schleswig-Holstein,2020-03-22,46.92,,
355418,Schleswig-Holstein,2020-03-23,52.48,,
355419,Schleswig-Holstein,2020-03-24,51.45,,
355420,Schleswig-Holstein,2020-03-25,54.08,,
355421,Schleswig-Holstein,2020-03-26,56.12,,
355422,Schleswig-Holstein,2020-03-27,56.69,,
355423,Schleswig-Holstein,2020-03-28,52.51,,
355424,Schleswig-Holstein,2020-03-29,52.8,,
355425,Schleswig-Holstein,2020-03-30,58.3,,
355426,Schleswig-Holstein,2020-03-31,61.81,,
355427,Schleswig-Holstein,2020-04-01,60.04,,
355428,Schleswig-Holstein,2020-04-02,61.1,,
355429,Schleswig-Holstein,2020-04-03,58.91,,
355430,Schleswig-Holstein,2020-04-04,52.46,,
355431,Schleswig-Holstein,2020-04-05,62.86,,
355432,Schleswig-Holstein,2020-04-06,67.35,,
355433,Schleswig-Holstein,2020-04-07,66.89,,
355434,Schleswig-Holstein,2020-04-08,68.36,,
355435,Schleswig-Holstein,2020-04-09,64.65,,
355436,Schleswig-Holstein,2020-04-10,56.78,,
355437,Schleswig-Holstein,2020-04-11,55.94,,
355438,Schleswig-Holstein,2020-04-12,54.01,,
355439,Schleswig-Holstein,2020-04-13,64.39,,
355440,Schleswig-Holstein,2020-04-14,69.81,,
355441,Schleswig-Holstein,2020-04-15,71.42,,
355442,Schleswig-Holstein,2020-04-16,72.64,,
355443,Schleswig-Holstein,2020-04-17,72.54,,
355444,Schleswig-Holstein,2020-04-18,65.58,,
355445,Schleswig-Holstein,2020-04-19,75.17,,
355446,Schleswig-Holstein,2020-04-20,75.54,,
355447,Schleswig-Holstein,2020-04-21,76.32,,
355448,Schleswig-Holstein,2020-04-22,77.45,,
355449,Schleswig-Holstein,2020-04-23,77.96,,
355450,Schleswig-Holstein,2020-04-24,75.86,,
355451,Schleswig-Holstein,2020-04-25,71.17,,
355452,Schleswig-Holstein,2020-04-26,75.95,,
355453,Schleswig-Holstein,2020-04-27,77.88,,
355454,Schleswig-Holstein,2020-04-28,76.89,,
355455,Schleswig-Holstein,2020-04-29,77.78,,
355456,Schleswig-Holstein,2020-04-30,77.41,,
355457,Schleswig-Holstein,2020-05-01,71.7,,
355458,Schleswig-Holstein,2020-05-02,74.83,,
355459,Schleswig-Holstein,2020-05-03,85.21,,
355460,Schleswig-Holstein,2020-05-04,87.64,,
355461,Schleswig-Holstein,2020-05-05,96.67,,
355462,Schleswig-Holstein,2020-05-06,92.38,,
355463,Schleswig-Holstein,2020-05-07,94.19,,
355464,Schleswig-Holstein,2020-05-08,100.91,,
355465,Schleswig-Holstein,2020-05-09,104.64,,
